executions,start_executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,data_type,execution,best_model_file_path,execution_seed,epochs
4,2,4,64,1,0,['main'],['cnn_train'],['data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99'],main,cnn_train,data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99,1000000,1000000000,0,100,1,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99/results_best.csv,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99/results_raw.csv,cifar100,cifar100,densenetbc100,adam_l0.0005_e100_w0_at_bf0.9_bs0.99,image,5,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~adam_l0.0005_e100_w0_at_bf0.9_bs0.99/model5.pth,1000005,100
