DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
stl10,resnet34,adagrad_l0.01_e100_w0.0001_d0_a0,1,99,0.031737370663881305,98.96000000000001,1.6375392928123473,69.925
