executions,start_executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,data_type,execution,best_model_file_path,execution_seed,epochs
5,1,4,64,1,0,['sigx'],['cnn_train'],['data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7'],sigx,cnn_train,data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7,1000000,1000000000,0,10,1,expers/sigx/cnn_train/data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7,expers/sigx/cnn_train/data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7/results_best.csv,expers/sigx/cnn_train/data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7/results_raw.csv,stl10,stl10,resnet34,sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7,image,5,expers/sigx/cnn_train/data~stl10+model~resnet34+optim~sigx_l0.1_e100_w0.0001_m0.9_nt_a60_b0.7/model5.pth,1000005,100
