executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,execution,best_model_file_path,execution_seed,epochs
5,4,64,1,1,['pretune'],['cnn_train'],['data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf'],pretune,cnn_train,data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf,1000000,1000000,0,10,1,expers/pretune/cnn_train/data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf,expers/pretune/cnn_train/data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf/results_best.csv,expers/pretune/cnn_train/data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf/results_raw.csv,cifar10,cifar10,resnet34,sgd_l0.1_e100_w0_m0_nf,4,expers/pretune/cnn_train/data~cifar10+model~resnet34+optim~sgd_l0.1_e100_w0_m0_nf/model4.pth,1000004,100
