DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
cifar10,resnet50,rmsprop_l0.0005_e100_w0_m0_ct_a0.99,1,93,0.024094435989521445,99.16,0.40453278785943986,92.86999999999999
cifar10,resnet50,rmsprop_l0.0005_e100_w0_m0_ct_a0.99,2,93,0.022317749131319578,99.25399999999999,0.4572101897537708,92.44
cifar10,resnet50,rmsprop_l0.0005_e100_w0_m0_ct_a0.99,3,100,0.023000404221229256,99.208,0.41369347543790935,92.83
