executions,start_executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,data_type,execution,best_model_file_path,execution_seed,iteractions_per_epoch,text_dataset,epochs
4,2,4,32,1,1,['main'],['cnn_train'],['data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99'],main,cnn_train,data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99,1000000,1000000000,0,4,1,expers/main/cnn_train/data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99,expers/main/cnn_train/data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99/results_best.csv,expers/main/cnn_train/data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99/results_raw.csv,agnews,agnews,s2satt,adam_l0.0005_e20_w0_at_bf0.9_bs0.99,text,5,expers/main/cnn_train/data~agnews+model~s2satt+optim~adam_l0.0005_e20_w0_at_bf0.9_bs0.99/model5.pth,1000005,2000,<loaders.text.Dataset object at 0x7fcfd4a0cd30>,20
