executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,execution,best_model_file_path,execution_seed
5,4,64,1,1,['batch'],['cnn_train'],['data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0'],batch,cnn_train,data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0,1000000,1000000,0,10,1,expers/batch/cnn_train/data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0,expers/batch/cnn_train/data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0/results_best.csv,expers/batch/cnn_train/data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0/results_raw.csv,cifar10,cifar10,densenetbc100,adagrad_l0.01_e5_w0.0001_d0_a0,1,expers/batch/cnn_train/data~cifar10+model~densenetbc100+optim~adagrad_l0.01_e5_w0.0001_d0_a0/model1.pth,1000001
