executions,start_executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,optim,data_type,execution,best_model_file_path,execution_seed
1,1,4,64,1,0,['main'],['cnn_train'],['data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3'],main,cnn_train,data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3,1000000,1000000000,0,100,1,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3/results_best.csv,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3/results_raw.csv,cifar100,cifar100,densenetbc100,htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3,image,1,expers/main/cnn_train/data~cifar100+model~densenetbc100+optim~htd_l0.1_e100_w0.0001_m0.9_nt_l-6_u3/model1.pth,1000001
