DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
agnews,rcnn,rmsprop_l0.01_e10_w0.0001_m0_cf_a0.99,1,7,0.541166174828935,81.12333333333333,0.683078364569106,71.0657894736842
