executions,workers,batch_size,print_freq,gpu_id,exps_inputs,exps_types,exps_configs,exp_input,exp_type,exp_config,base_seed,number_of_first_partition_examples_per_class,number_of_second_partition_examples_per_class,number_of_model_classes,partition,experiment_path,executions_best_results_file_path,executions_raw_results_file_path,dataset_full,dataset,model_name,text_config,optim,data_type,execution,best_model_file_path,execution_seed
1,4,32,1,0,['pretune'],['cnn_train'],['data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0'],pretune,cnn_train,data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0,1000000,1000000,0,1000,1,expers/pretune/cnn_train/data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0,expers/pretune/cnn_train/data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0/results_best.csv,expers/pretune/cnn_train/data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0/results_raw.csv,agnews,agnews,rcnn,<__main__.main.<locals>.RCNNConfig object at 0x7f5d112c24c0>,adagrad_l0.01_e2_w0_d0_a0,text,1,expers/pretune/cnn_train/data~agnews+model~rcnn+optim~adagrad_l0.01_e2_w0_d0_a0/model1.pth,1000001
