DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a40_b0.9,1,99,0.006506394533775747,99.86399999999999,0.1991820697825868,95.18
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a40_b0.8,1,93,0.005844578109271825,99.868,0.2139298332087696,94.98
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a40_b0.8,2,96,0.006276141942702235,99.85,0.2016024706929922,95.21
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a45_b0.8,1,100,0.007207536912169308,99.824,0.19816112679443906,95.2
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a30_b0.9,1,100,0.0058774620788358154,99.86,0.19618573135053735,95.34
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a30_b0.7,1,100,0.004234478581827134,99.904,0.2085297491913196,95.11
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a30_b0.7,2,91,0.004856026170691475,99.876,0.19998125844150785,95.27
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a30_b0.7,3,87,0.004419267314844765,99.914,0.21752513288259506,95.17
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a30_b0.7,4,92,0.004695645406320692,99.898,0.20108889360651372,95.23
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a20_b0.9,1,100,0.009465798845104872,99.72399999999999,0.21433164771017615,94.81
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a20_b0.9,2,100,0.010574031309820712,99.692,0.20520445926878605,94.83
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a20_b0.9,3,100,0.007640789455715567,99.786,0.21008675942392654,94.96
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a20_b0.9,4,99,0.01277456026693806,99.60600000000001,0.217698258670792,94.97
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a20_b0.9,5,100,0.008919916456937791,99.72200000000001,0.2093305498033762,94.76
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a35_b0.7,1,88,0.005077824923696462,99.906,0.21129335837066174,95.16
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a25_b0.7,1,93,0.003858340952238068,99.918,0.2006789687216282,95.19
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a25_b0.7,2,92,0.0035089582736510783,99.94200000000001,0.2026566488236189,95.22
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a25_b0.7,3,89,0.003302162554115057,99.936,0.22286488450095054,95.15
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a25_b0.7,4,88,0.0038566969896946094,99.91,0.2132341359630227,95.16
cifar10,resnet50,sigw_l0.1_e100_w0.0001_m0.9_nf_a25_b0.7,5,91,0.003323626240217127,99.926,0.2125834286391735,95.2
