DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
agnews,textrnn,taso_l0.1_e20_w0.0001_m0.9_nf_a80_b0.8,1,19,0.18390482391956495,93.54666666666667,0.23729801311335422,92.02631578947368
