DATA,MODEL,OPTIM,EXECUTION,EPOCH,TRAIN LOSS,TRAIN ACC1,VALID LOSS,VALID ACC1
yelprf,rcnn,adam_l0.001_e20_w0.0001_af_bf0.9_bs0.99,1,8,0.8629225363973269,62.2763076923077,0.827026019433397,62.322
